Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Artist,Song
0.798,0.909,11,-4.258,1,0.045,0.231,0.0,0.0502,0.866,117.947,"dance pop, pop",Madonna,True Blue
0.584,0.936,6,-4.054,0,0.0671,0.00385,0.0614,0.0972,0.542,124.994,"dance pop, miami hip hop, pop",Jennifer Lopez,One Love
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,"canadian pop, neo mellow, pop rock",Daniel Powter,Bad Day
0.516,0.722,2,-7.656,0,0.0484,0.569,1.8e-06,0.0786,0.681,178.758,"latin pop, modern salsa, salsa, tropical",Marc Anthony,Hasta Que Te Conoci
0.491,0.917,2,-3.278,1,0.037,0.000199,0.0303,0.355,0.295,99.067,"alternative metal, nu metal, rap metal, rock",Slipknot,Gehenna
0.425,0.589,1,-5.876,0,0.0284,0.0223,0.00101,0.26,0.144,104.948,"dutch metal, gothic metal, gothic symphonic metal, symphonic metal",Within Temptation,Mother Earth
0.547,0.761,7,-4.02,1,0.0748,0.169,0.0,0.124,0.651,165.994,"atl hip hop, dance pop, hip pop, r&b, urban contemporary",Kelly Rowland,Grown Woman
0.616,0.91,11,-4.248,1,0.0347,0.5,0.504,0.281,0.77,111.017,"album rock, british invasion, classic rock, rock",Rolling Stones,Tumbling Dice
0.728,0.85,1,-5.536,1,0.0868,0.47,0.0,0.056,0.867,103.97,"colombian pop, latin pop, reggaeton",Fanny Lu,No Te Pido Flores
0.665,0.693,7,-5.213,0,0.0295,0.739,0.0,0.109,0.964,117.293,"lounge, sunshine pop",,"Tonight, Tonight"
0.426,0.849,4,-6.676,0,0.0456,0.000432,0.0463,0.325,0.263,77.054,"alternative metal, canadian metal, industrial metal, nu metal",Kittie,Get Off
0.553,0.828,3,-4.399,1,0.0635,0.432,0.0,0.0801,0.504,117.948,"art pop, pop",Lana Del Rey,Blue Jeans
0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",Bob Seger,Night Moves
0.696,0.94,8,-3.498,1,0.064,0.00272,1.34e-06,0.0987,0.7,128.005,"dance pop, post-teen pop, talent show",Cheryl,Call My Name
0.424,0.885,7,-3.654,1,0.0332,0.0226,0.016,0.235,0.378,88.006,british soul,Duffy,Rockferry
0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,"album rock, british invasion, classic rock, rock",The Rolling Stones,Gimme Shelter
0.406,0.665,1,-6.02,1,0.0298,0.0264,0.0,0.0826,0.522,201.7,"dance pop, pop, talent show",Kelly Clarkson,Don't Rush
0.329,0.673,3,-8.465,0,0.0296,0.0239,0.109,0.138,0.323,91.122,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",Black Sabbath,Heaven and Hell
0.46,0.892,10,-5.046,0,0.0619,0.0051,0.0,0.106,0.59,154.844,"emo, modern rock, pop, rock",Fall Out Boy,Thnks fr th Mmrs
0.541,0.769,4,-6.253,1,0.0339,0.0556,1.54e-05,0.17,0.382,129.971,latin pop,RBD,Nuestro Amor
0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,derby indie,White Town,Your Woman
0.516,0.763,6,-4.012,0,0.0413,0.067,0.0,0.353,0.414,160.023,"girl group, pop, talent show, uk pop",Little Mix,Change Your Life
0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,vocal house,Iio,Rapture
0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,"canadian pop, pop",Justin Bieber,Boyfriend
0.728,0.817,5,-5.61,1,0.0413,0.0237,2.23e-05,0.115,0.729,129.978,"deep acoustic pop, lilith",Jem,They
0.607,0.732,9,-4.085,1,0.0394,0.00444,1.55e-06,0.139,0.535,150.294,"dance pop, europop, girl group, talent show",Sugababes,Stronger
0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,"dance pop, pop",Britney Spears,If U Seek Amy
0.697,0.862,2,-4.579,1,0.145,0.13,1.47e-06,0.0481,0.819,98.9,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,I'm Gonna Love You Too
0.411,0.635,2,-11.645,1,0.0667,0.66,0.0519,0.273,0.755,97.123,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Ballad Of Easy Rider
0.508,0.318,8,-9.911,1,0.0365,0.759,0.0,0.184,0.141,122.04,"dance pop, pop, urban contemporary",Mariah Carey,Through The Rain
0.552,0.538,2,-11.085,1,0.0344,0.516,0.0,0.202,0.401,104.131,"album rock, new romantic, new wave pop, soft rock, synthpop",Corey Hart,Never Surrender
0.404,0.417,9,-14.33,0,0.0468,0.0978,0.249,0.0663,0.233,123.44,"album rock, art rock, classic rock, glam rock, mellow gold, piano rock, progressive rock, rock, soft rock, symphonic rock",Supertramp,Crime of the Century
0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,"pop, singer-songwriter pop, uk pop",Ed Sheeran,Sing
0.656,0.756,11,-6.516,0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,"album rock, dutch prog, dutch rock, nederpop",Golden Earring,Twilight Zone
0.467,0.98,4,-1.857,0,0.0934,0.000405,0.000908,0.445,0.222,123.089,"alternative rock, funk metal, funk rock, permanent wave, rock",Red Hot Chili Peppers,Monarchy of Roses
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,"dance pop, pop",Britney Spears,Toxic
0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"dance pop, pop, talent show",Kelly Clarkson,Behind These Hazel Eyes
0.685,0.944,5,-2.793,1,0.145,0.0856,0.0,0.0927,0.757,124.987,"reggaeton, urbano latino",Wisin,Adrenalina
0.739,0.701,10,-5.542,0,0.0516,0.592,0.0,0.116,0.633,128.022,"bachata, latin hip hop, latin pop, trap latino, urbano latino",Romeo Santos,Mi Santa
0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,pop,Taylor Swift,Style
0.583,0.855,0,-7.213,1,0.0333,0.102,0.0173,0.262,0.696,128.181,"album rock, british invasion, classic rock, rock",The Rolling Stones,Street Fighting Man
0.7,0.693,6,-12.293,1,0.0368,0.312,0.0,0.0613,0.926,114.881,sophisti-pop,Breathe,Say A Prayer
0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",Roy Orbison,Running Scared
0.539,0.774,1,-7.29,1,0.418,0.033,0.0,0.0622,0.695,95.765,dancehall queen,Sasha,Dat Sexy Body
0.669,0.843,0,-3.766,1,0.0268,0.169,0.0,0.195,0.702,147.08,"dance pop, pop",Britney Spears,My Only Wish
0.512,0.426,7,-14.081,1,0.0449,0.109,0.00225,0.764,0.7,132.495,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,You Ain't Goin' Nowhere
0.602,0.823,6,-3.501,0,0.0366,0.00296,0.259,0.353,0.473,122.992,pop,S Club,Alive
0.427,0.978,11,-6.639,1,0.0774,0.0307,7.01e-06,0.335,0.747,193.707,"punk, ska, ska punk, skate punk",Face to Face,Disconnected
0.777,0.71,0,-4.717,1,0.0919,0.0295,0.0,0.192,0.673,129.945,"dance pop, pop",Britney Spears,Big Fat Bass
0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,"modern rock, permanent wave, punk, rock",Green Day,Oh Love
0.495,0.12,4,-19.509,1,0.0371,0.743,0.00686,0.137,0.57,140.742,"classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock",John Denver,Garden Song
0.66,0.729,7,-5.152,0,0.073,0.0186,0.0,0.0867,0.318,117.98,talent show,Nicola Roberts,Yo-Yo
0.609,0.773,5,-9.166,1,0.0389,0.075,0.0,0.188,0.352,113.443,"dance pop, pop",Cher,Save Up All Your Tears
0.867,0.783,11,-2.25,0,0.0687,0.00822,0.00643,0.302,0.701,126.04,"dance pop, k-pop, k-pop girl group",2NE1,Fire
0.523,0.733,1,-7.407,1,0.285,0.26,1.62e-05,0.24,0.112,92.281,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",Björk,Who Is It
0.65,0.624,7,-7.57,1,0.027,4.21e-05,0.372,0.107,0.192,95.012,"art rock, melancholia, singer-songwriter",,Crawling
0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,canadian pop,Celine Dion,My Heart Will Go On
0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,pop,Taylor Swift,Our Song
0.296,0.0724,5,-16.457,1,0.0374,0.945,0.000334,0.0948,0.178,131.397,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter",Jewel,Foolish Games
0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,"dance pop, pop",Britney Spears,Work Bitch
0.701,0.829,10,-4.055,0,0.0467,0.234,0.0,0.071,0.562,95.001,"reggaeton, urbano latino",Zion,The Way She Moves
0.753,0.79,6,-6.783,0,0.0861,0.00184,9.69e-05,0.648,0.588,127.991,"canadian pop, candy pop, dance pop, pop",Avril Lavigne,Hello Kitty
0.736,0.88,0,-4.323,1,0.0339,0.00744,0.00123,0.301,0.704,127.996,"canadian pop, dance pop, pop",Carly Rae Jepsen,This Kiss
0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,"girl group, pop, talent show",Fifth Harmony,Sledgehammer
0.879,0.831,7,-5.941,1,0.274,0.0289,0.137,0.204,0.719,100.014,"hip pop, pop, queens hip hop, rap",Nicki Minaj,Stupid Hoe
0.699,0.671,6,-4.088,0,0.0372,0.0371,2.74e-05,0.236,0.472,84.021,"barbadian pop, pop, urban contemporary",Rihanna,Talk That Talk
0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96,"barbadian pop, pop, urban contemporary",Rihanna,Where Have You Been
0.596,0.791,7,-8.88,1,0.0446,0.425,0.000295,0.0886,0.98,129.237,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",Chuck Berry,No Particular Place To Go
0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,classic rock,Norman Greenbaum,Spirit in the Sky
0.293,0.958,9,-5.164,1,0.0828,0.000126,0.0,0.268,0.194,169.85,,The Bronx,Young Bloods
0.325,0.943,5,-8.451,1,0.0542,0.588,0.0055,0.227,0.0608,90.555,"horror punk, new jersey hardcore, new jersey punk, punk",Misfits,Horror Business
0.793,0.704,8,-7.274,1,0.0943,0.0162,4.29e-06,0.114,0.536,127.077,"dance pop, miami hip hop, pop",Pitbull,Tu Cuerpo
0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,"dance pop, pop",Bruno Mars,It Will Rain
0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,"britpop, permanent wave, rock, shoegaze",The Verve,Bitter Sweet Symphony
0.521,0.734,7,-4.668,1,0.0392,0.365,0.0,0.132,0.356,123.84,"dance pop, pop, talent show",Kelly Clarkson,Wrapped in Red
0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,"r&b, soul",Michael Jackson,Earth Song
0.623,0.567,5,-6.317,1,0.0266,0.0786,0.00427,0.109,0.514,95.943,"ccm, christian alternative rock, christian music",Bebo Norman,Britney
0.7,0.766,10,-5.428,0,0.0784,0.186,0.0,0.218,0.868,93.358,"latin hip hop, reggaeton, trap latino, urbano latino",Daddy Yankee,Donde Hubo Fuego
0.691,0.598,7,-9.699,1,0.043,0.625,0.0174,0.0709,0.842,167.797,"dance pop, pop",Madonna,I'll Remember
0.502,0.898,2,-8.912,1,0.0469,0.00164,0.0,0.336,0.765,117.246,"hardcore punk, punk, skate punk",Descendents,Hope
0.566,0.984,4,-2.459,0,0.149,0.805,2.19e-05,0.354,0.501,158.712,"garage punk blues, outsider, psychobilly, punk blues, rhythm rock, song poem",Hasil Adkins,No More Hot Dogs
0.607,0.403,7,-11.464,1,0.0516,0.587,0.0,0.233,0.484,79.088,"dance pop, pop, urban contemporary",Mariah Carey,Underneath the Stars
0.745,0.694,8,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.924,"barbadian pop, pop, urban contemporary",Rihanna,If It's Lovin' That You Want
0.473,0.903,7,-6.123,1,0.0679,0.0141,1.11e-06,0.195,0.452,161.965,"boy band, pop",Jonas Brothers,Pushin' Me Away
0.144,0.541,0,-7.076,1,0.038,0.278,1.01e-05,0.101,0.0899,79.262,"art pop, pop",Lana Del Rey,Ultraviolence
0.745,0.419,0,-11.279,1,0.145,0.802,0.0011,0.27,0.85,155.749,"acoustic blues, gospel blues, traditional blues",Sister Rosetta Tharpe,Strange Things Happening Every Day
0.658,0.93,5,-2.912,0,0.141,0.0236,0.0,0.578,0.132,104.018,"brostep, complextro, edm, electro, pop dance",Skrillex,Recess
0.494,0.935,0,-2.763,1,0.0644,0.000316,0.0,0.076,0.347,150.088,pop,Miley Cyrus,Start All Over
0.677,0.788,6,-5.88,0,0.478,0.0933,0.0,0.117,0.696,101.194,,Jadakiss,Checkmate
0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,"album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop",Starship,We Built This City
0.532,0.967,11,-7.977,0,0.0457,0.146,0.985,0.115,0.59,136.083,"eurodance, finnish edm",Darude,Sandstorm
0.586,0.564,9,-11.243,1,0.0297,0.00052,0.287,0.135,0.186,100.031,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",Björk,Isobel
0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,"album rock, classic rock, dance rock, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, zolo",The B-52's,Love Shack
0.53,0.46,9,-14.929,1,0.034,0.168,0.919,0.115,0.0928,100.037,"electronica, intelligent dance music, microhouse, minimal techno, pop ambient",The Field,Then It's White
0.514,0.34,0,-12.779,1,0.0537,0.00142,0.0173,0.213,0.269,145.992,"album rock, classic rock, permanent wave, rock",The Police,Walking on the Moon
0.692,0.735,8,-5.132,1,0.0881,0.106,4.59e-06,0.239,0.333,120.154,"dance pop, pop",Justin Timberlake,Cabaret
0.461,0.68,7,-10.457,1,0.0343,0.193,0.0,0.489,0.699,80.222,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Full Circle
0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,british soul,Duffy,Stepping Stone
0.97,0.523,1,-4.972,1,0.0455,0.34,0.0328,0.048,0.924,128.425,"escape room, hyperpop, proto-hyperpop",Hannah Diamond,Every Night
0.638,0.71,0,-8.716,1,0.0296,0.00403,1.14e-06,0.113,0.39,134.008,"dance pop, pop",Cher,All or Nothing
0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,"detroit hip hop, hip hop, rap",Eminem,Stan
0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",Audioslave,Be Yourself
0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,"art rock, classic rock, glam rock, permanent wave, rock",David Bowie,Changes
0.642,0.88,6,-5.216,1,0.134,0.00233,3.07e-05,0.916,0.576,120.099,"acid house, ambient house, big beat, hip house",The KLF,What Time Is Love
0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",Chuck Berry,Johnny B. Goode
0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,"edm, pop dance, progressive electro house",Swedish House Mafia,Greyhound
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,"art pop, pop",Lana Del Rey,West Coast
0.769,0.678,0,-6.488,0,0.0609,0.103,0.00713,0.15,0.845,95.885,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",TLC,Kick Your Game
0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,"dance rock, europop",Robbie Williams,Candy
0.546,0.813,4,-10.143,0,0.0356,0.196,0.00502,0.0486,0.427,128.131,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",Genesis,Turn It On Again
0.781,0.648,5,-8.216,1,0.0264,0.00761,0.0,0.132,0.546,121.93,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Eurythmics,Love Is A Stranger
0.485,0.483,4,-7.439,1,0.0265,0.379,0.0,0.183,0.15,104.862,"bolero, latin pop",Luis Miguel,Tu Mirada
0.695,0.656,0,-5.519,1,0.0364,0.000787,0.00307,0.12,0.768,107.986,"candy pop, dance pop, lilith, neo mellow, pop rock",Michelle Branch,Loud Music
0.749,0.81,8,-4.816,1,0.0314,0.0223,0.0,0.297,0.379,120.041,"dance pop, pop, talent show",Kelly Clarkson,Nostalgic
0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,"dance pop, miami hip hop, pop",Pitbull,Rain Over Me
0.537,0.462,6,-7.501,1,0.0289,0.574,9.75e-05,0.108,0.356,136.634,"latin pop, mexican pop, puerto rican pop",Ricky Martin,Vuelve
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,"alternative rock, funk metal, funk rock, permanent wave, rock",Red Hot Chili Peppers,Under the Bridge
0.518,0.962,6,-3.958,1,0.0773,0.000275,7.11e-05,0.105,0.324,144.794,"alternative metal, christian rock, nu metal, post-grunge",,Human
0.498,0.824,11,-5.091,1,0.247,0.00332,0.0,0.0757,0.332,145.639,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",T.I.,No Matter What
0.616,0.9,6,-5.161,1,0.0525,0.00229,0.0979,0.122,0.251,138.926,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Dope Hat
0.457,0.956,11,-3.634,0,0.122,0.000145,0.00866,0.395,0.393,170.063,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",Bloc Party,Helicopter
0.526,0.838,6,-6.995,0,0.0544,0.0889,3.81e-06,0.101,0.89,82.969,"britpop, welsh indie, welsh rock",Super Furry Animals,Juxtapozed With U
0.939,0.727,4,-4.349,0,0.235,0.0343,0.0,0.0855,0.66,96.968,"alternative hip hop, chicago rap, conscious hip hop, hardcore hip hop, hip hop, political hip hop",Common,The Light
0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,"neo mellow, singer-songwriter",,Daughter
0.479,0.845,4,-7.383,0,0.0445,0.0131,0.0,0.311,0.489,161.845,"pop, post-teen pop",Demi Lovato,Got Dynamite
0.665,0.511,8,-7.356,0,0.686,0.461,0.0,0.0967,0.325,120.392,"hip pop, pop, queens hip hop, rap",Nicki Minaj,Only
0.334,0.585,9,-10.58,1,0.0735,0.28,0.0,0.821,0.339,171.996,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",Chicago,Look Away
0.782,0.58,7,-6.548,1,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,"canadian pop, dance pop, pop",Carly Rae Jepsen,Call Me Maybe
0.495,0.403,1,-9.732,1,0.299,0.499,0.0,0.7,0.563,140.365,"pop, r&b",Beyonce,Rocket
0.439,0.884,6,-3.963,1,0.0454,0.000123,6.72e-05,0.149,0.352,150.021,"christian metal, christian power metal, neo classical metal, swedish power metal",,Ghost Town
0.145,0.962,2,-4.09,0,0.0653,0.000167,0.27,0.39,0.489,73.481,"chaotic hardcore, cybergrind, mathcore, nintendocore, uk metalcore, uk post-hardcore",Rolo Tomassi,Ex Luna Scientia
0.709,0.746,0,-10.966,1,0.0526,0.328,0.0,0.253,0.917,169.868,"cancion melodica, latin pop, mariachi, musica mexicana, ranchera",Juan Gabriel,Pero Qué Necesidad
0.699,0.579,2,-10.123,1,0.0603,0.00167,0.162,0.361,0.963,125.815,"alternative pop, power-pop punk",Magnapop,"Slowly, Slowly"
0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,"canadian rock, pop rock, post-grunge",Crash Test Dummies,Mmm Mmm Mmm Mmm
0.452,0.952,9,-6.499,1,0.218,0.00442,0.121,0.302,0.305,168.065,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Lunchbox
0.597,0.517,0,-6.963,1,0.366,0.179,0.0,0.307,0.413,92.035,"dance pop, pop, pop rap",Black Eyed Peas,Imma Be
0.515,0.805,5,-4.918,0,0.0555,0.0175,0.0,0.208,0.466,161.763,"pop, post-teen pop",Joe Jonas,See No More
0.582,0.978,0,-3.431,0,0.0284,0.0443,4.35e-06,0.365,0.96,104.006,"classic j-pop, eurobeat, j-pop",Ayumi Hamasaki,M
0.597,0.97,4,-5.972,0,0.0502,0.000385,0.197,0.133,0.717,114.999,"rock-and-roll, rockabilly",Elvis Presley,A Little Less Conversation
0.301,0.302,1,-12.698,1,0.0301,0.00979,1.83e-05,0.165,0.0386,82.097,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Space Odyssey
0.462,0.592,2,-6.5,1,0.0343,0.345,0.0,0.124,0.278,130.098,"dance pop, pop, talent show",Kelly Clarkson,Take You High
0.65,0.685,0,-5.26,0,0.139,0.0272,3.56e-06,0.572,0.735,183.695,"dance pop, pop",Pink,Family Portrait
0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",Boston,More Than a Feeling
0.618,0.79,3,-8.802,1,0.0308,0.0564,0.238,0.253,0.688,121.114,power pop,The Outfield,Voices Of Babylon
0.324,0.734,0,-8.009,1,0.0306,0.0193,0.00181,0.0727,0.358,81.977,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",Genesis,Behind The Lines
0.801,0.968,0,-3.755,1,0.0422,0.183,0.0,0.0585,0.67,130.083,"eurodance, europop, moldovan pop",O-Zone,Dragostea din tei
0.686,0.702,7,-5.325,0,0.0455,0.00637,4.46e-05,0.204,0.29,129.948,pop,Ariana Grande,Break Free
0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,125.961,"canadian pop, dance pop, pop",Carly Rae Jepsen,Tonight I'm Getting Over You
0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,"album rock, beatlesque, bubblegum pop, classic rock, folk rock, mellow gold, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",The Monkees,I'm a Believer
0.526,0.7,4,-3.95,1,0.0392,0.321,0.0,0.213,0.596,163.949,pop,Taylor Swift,Mean
0.458,0.987,6,-3.581,0,0.116,0.00015,4.41e-05,0.385,0.377,156.898,canadian punk,Billy Talent,Try Honesty
0.745,0.701,0,-5.468,1,0.0303,0.153,0.0,0.169,0.952,124.994,bachata,Xtreme,"Shorty, Shorty"
0.846,0.772,11,-5.735,0,0.259,0.0123,0.000106,0.0769,0.622,125.998,"escape room, hip house, lgbtq+ hip hop, trap queen",Azealia Banks,212
0.346,0.276,2,-11.11,1,0.0372,0.538,0.0,0.084,0.267,96.159,"canzone d'autore, classic italian pop, italian adult pop",Lucio Battisti,Balla Linda
0.693,0.366,6,-16.222,0,0.0664,0.84,0.693,0.113,0.0519,112.211,"downtempo, dream pop, indietronica",The xx,Reunion
0.491,0.591,2,-7.652,0,0.0264,0.15,0.0,0.338,0.574,106.138,"classic swedish pop, swedish jazz",Marie Fredriksson,Sparvöga
0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,"eurodance, italo dance",Gala,Freed From Desire
0.408,0.902,5,-6.734,0,0.0777,0.0168,0.867,0.114,0.357,170.158,british alternative rock,Stateless,Exit
0.817,0.584,7,-9.785,1,0.174,0.432,0.00588,0.225,0.502,99.947,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",LL Cool J,Loungin
0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,"british soul, pop, pop soul, uk pop",,River
0.778,0.908,0,-5.275,1,0.0284,0.0184,0.0,0.0896,0.973,120.009,"dance pop, electropop, neo mellow",Lily Allen,Alfie
0.476,0.755,1,-9.62,1,0.0556,0.591,0.288,0.185,0.389,109.886,"afrobeat, afropop, world",Fela Kuti,Confusion
0.588,0.954,0,-4.179,1,0.137,0.0258,5.71e-06,0.383,0.549,125.089,"dance pop, pop, post-teen pop",Nicole Scherzinger,Poison
0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,For Whom the Bell Tolls
0.724,0.802,11,-4.386,0,0.104,0.0762,0.0,0.077,0.709,98.021,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,Dile
0.461,0.276,8,-9.092,1,0.0277,0.761,0.0,0.108,0.237,92.915,"dance pop, pop",Pink,I Don't Believe You
0.864,0.732,11,-3.422,0,0.0561,0.000253,0.0359,0.0357,0.668,128.018,,Sak Noel,Loca People
0.885,0.55,8,-6.518,0,0.0555,0.0259,0.018,0.266,0.822,102.09,"dance pop, r&b, urban contemporary",Janet Jackson,Go Deep
0.624,0.876,7,-6.005,1,0.0342,0.000926,0.00164,0.0561,0.453,89.24,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Sad But True
0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",Korn,Falling Away from Me
0.605,0.88,1,-3.747,1,0.14,0.263,0.0,0.2,0.908,176.028,latin pop,RBD,Ser o Parecer
0.588,0.812,5,-4.172,1,0.0429,0.0171,0.0,0.111,0.512,97.98,"colombian pop, latin pop, vallenato",Carlos Vives,Volví a Nacer
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,"electro, filter house, rock",Daft Punk,One More Time
0.766,0.735,0,-11.217,1,0.056,0.00664,0.0244,0.209,0.753,118.221,"freestyle, new romantic, synthpop",Information Society,Pure Energy
0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,"art rock, classic rock, glam rock, permanent wave, rock",David Bowie,Ziggy Stardust
0.17,0.134,5,-22.538,1,0.0367,0.73,0.0,0.349,0.372,79.558,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",,Can't Stop
0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,"modern rock, permanent wave, punk, rock",Green Day,Holiday
